"ground_truth_output","num_queries","original_output","original_score","original_text","perturbed_output","perturbed_score","perturbed_text","result_type"
0.0,1.0,0.0,0.0012614130973815918,"[[[[Question]]]]: What entity owns V/Line?>>>>[[[[Sentence]]]]: Major operators include: Metro Trains Melbourne which runs an extensive, electrified, passenger system throughout Melbourne and suburbs; V/Line which is now owned by the Victorian Government, operates a concentrated service to major regional centres, as well as long distance services on other lines; Pacific National, CFCL Australia which operate freight services; Great Southern Rail which operates The Overland Melbourne—Adelaide; and NSW TrainLink which operates XPTs Melbourne—Sydney.",0.0,0.0012614130973815918,"[[[[Question]]]]: What entity owns V/Line?>>>>[[[[Sentence]]]]: Major operators include: Metro Trains Melbourne which runs an extensive, electrified, passenger system throughout Melbourne and suburbs; V/Line which is now owned by the Victorian Government, operates a concentrated service to major regional centres, as well as long distance services on other lines; Pacific National, CFCL Australia which operate freight services; Great Southern Rail which operates The Overland Melbourne—Adelaide; and NSW TrainLink which operates XPTs Melbourne—Sydney.","Failed"
1.0,1.0,1.0,0.09259587526321411,"[[[[Question]]]]: What sort of power transmission did Tesla show off at his labs?>>>>[[[[Sentence]]]]: In the same year, he patented the Tesla coil.",1.0,0.09259587526321411,"[[[[Question]]]]: What sort of power transmission did Tesla show off at his labs?>>>>[[[[Sentence]]]]: In the same year, he patented the Tesla coil.","Failed"
1.0,1.0,0.0,0.9572468996047974,"[[[[Question]]]]: What two radio stations in Denver carried Super Bowl 50?>>>>[[[[Sentence]]]]: In accordance with contractual rules, the rest of the stations in the Broncos and Panthers radio networks will either carry the Westwood One feed or not carry the game at all.",0.0,0.9572468996047974,"[[[[Question]]]]: What two radio stations in Denver carried Super Bowl 50?>>>>[[[[Sentence]]]]: In accordance with contractual rules, the rest of the stations in the Broncos and Panthers radio networks will either carry the Westwood One feed or not carry the game at all.","Skipped"
1.0,1.0,1.0,0.0013236403465270996,"[[[[Question]]]]: What was the daily distance walked by Tesla?>>>>[[[[Sentence]]]]: He squished his toes one hundred times for each foot every night, saying that it stimulated his brain cells.",1.0,0.0013236403465270996,"[[[[Question]]]]: What was the daily distance walked by Tesla?>>>>[[[[Sentence]]]]: He squished his toes one hundred times for each foot every night, saying that it stimulated his brain cells.","Failed"
0.0,1.0,0.0,0.003409266471862793,"[[[[Question]]]]: What is the Daleks' main weakness?>>>>[[[[Sentence]]]]: Their main weakness is their eyestalk; attacks upon them using various weapons can blind a Dalek, making it go mad.",0.0,0.003409266471862793,"[[[[Question]]]]: What is the Daleks' main weakness?>>>>[[[[Sentence]]]]: Their main weakness is their eyestalk; attacks upon them using various weapons can blind a Dalek, making it go mad.","Failed"
0.0,1.0,0.0,0.03337740898132324,"[[[[Question]]]]: Thomas de Maiziere serves what role in the German cabinet?>>>>[[[[Sentence]]]]: The last Prime Minister of the (East) German Democratic Republic, Lothar de Maizière, is also a descendant of a Huguenot family, as is the German Federal Minister of the Interior, Thomas de Maizière.",0.0,0.03337740898132324,"[[[[Question]]]]: Thomas de Maiziere serves what role in the German cabinet?>>>>[[[[Sentence]]]]: The last Prime Minister of the (East) German Democratic Republic, Lothar de Maizière, is also a descendant of a Huguenot family, as is the German Federal Minister of the Interior, Thomas de Maizière.","Failed"
1.0,1.0,1.0,0.0012347698211669922,"[[[[Question]]]]: How high did the Doctor Who theme go on the radio charts?>>>>[[[[Sentence]]]]: He was responsible for a new version of the theme which was reported to have had a hostile reception from some viewers.",1.0,0.0012347698211669922,"[[[[Question]]]]: How high did the Doctor Who theme go on the radio charts?>>>>[[[[Sentence]]]]: He was responsible for a new version of the theme which was reported to have had a hostile reception from some viewers.","Failed"
0.0,1.0,0.0,0.007699847221374512,"[[[[Question]]]]: What does a writer for the International Crisis Group think the concept of political Islam is a creation of?>>>>[[[[Sentence]]]]: Similarly, a writer for the International Crisis Group maintains that ""the conception of 'political Islam'"" is a creation of Americans to explain the Iranian Islamic Revolution and apolitical Islam was a historical fluke of the ""short-lived era of the heyday of secular Arab nationalism between 1945 and 1970"", and it is quietist/non-political Islam, not Islamism, that requires explanation.",0.0,0.007699847221374512,"[[[[Question]]]]: What does a writer for the International Crisis Group think the concept of political Islam is a creation of?>>>>[[[[Sentence]]]]: Similarly, a writer for the International Crisis Group maintains that ""the conception of 'political Islam'"" is a creation of Americans to explain the Iranian Islamic Revolution and apolitical Islam was a historical fluke of the ""short-lived era of the heyday of secular Arab nationalism between 1945 and 1970"", and it is quietist/non-political Islam, not Islamism, that requires explanation.","Failed"
0.0,1.0,0.0,0.0014461874961853027,"[[[[Question]]]]: When did the Meuse and Waal merge?>>>>[[[[Sentence]]]]: From 1421 to 1904, the Meuse and Waal merged further upstream at Gorinchem to form Merwede.",0.0,0.0014461874961853027,"[[[[Question]]]]: When did the Meuse and Waal merge?>>>>[[[[Sentence]]]]: From 1421 to 1904, the Meuse and Waal merged further upstream at Gorinchem to form Merwede.","Failed"
0.0,1.0,0.0,0.12336379289627075,"[[[[Question]]]]: How did the revocation restrict Huguenot travel?>>>>[[[[Sentence]]]]: The revocation forbade Protestant services, required education of children as Catholics, and prohibited emigration.",0.0,0.12336379289627075,"[[[[Question]]]]: How did the revocation restrict Huguenot travel?>>>>[[[[Sentence]]]]: The revocation forbade Protestant services, required education of children as Catholics, and prohibited emigration.","Failed"
1.0,1.0,1.0,0.0018371939659118652,"[[[[Question]]]]: Who decide to make a very large donation to the university's Booth School of Business?>>>>[[[[Sentence]]]]: In 2008, the University of Chicago announced plans to establish the Milton Friedman Institute which attracted both support and controversy from faculty members and students.",1.0,0.0018371939659118652,"[[[[Question]]]]: Who decide to make a very large donation to the university's Booth School of Business?>>>>[[[[Sentence]]]]: In 2008, the University of Chicago announced plans to establish the Milton Friedman Institute which attracted both support and controversy from faculty members and students.","Failed"
1.0,1.0,1.0,0.0074492692947387695,"[[[[Question]]]]: What are Ctenophora commonly known as?>>>>[[[[Sentence]]]]: Their most distinctive feature is the ‘combs’ – groups of cilia which they use for swimming – they are the largest animals that swim by means of cilia.",1.0,0.0074492692947387695,"[[[[Question]]]]: What are Ctenophora commonly known as?>>>>[[[[Sentence]]]]: Their most distinctive feature is the ‘combs’ – groups of cilia which they use for swimming – they are the largest animals that swim by means of cilia.","Failed"
1.0,1.0,1.0,0.006806015968322754,"[[[[Question]]]]: Who played the Master in the 1996 TV movie?>>>>[[[[Sentence]]]]: As with the Doctor, the role has been portrayed by several actors, since the Master is a Time Lord as well and able to regenerate; the first of these actors was Roger Delgado, who continued in the role until his death in 1973.",1.0,0.006806015968322754,"[[[[Question]]]]: Who played the Master in the 1996 TV movie?>>>>[[[[Sentence]]]]: As with the Doctor, the role has been portrayed by several actors, since the Master is a Time Lord as well and able to regenerate; the first of these actors was Roger Delgado, who continued in the role until his death in 1973.","Failed"
1.0,1.0,0.0,0.5147695541381836,"[[[[Question]]]]: What university alumni member was known for his work on portfolio theory?>>>>[[[[Sentence]]]]: American economist, social theorist, political philosopher, and author Thomas Sowell is also an alumnus.",0.0,0.5147695541381836,"[[[[Question]]]]: What university alumni member was known for his work on portfolio theory?>>>>[[[[Sentence]]]]: American economist, social theorist, political philosopher, and author Thomas Sowell is also an alumnus.","Skipped"
1.0,1.0,1.0,0.0021143555641174316,"[[[[Question]]]]: What portion of Luther's last statement was in German?>>>>[[[[Sentence]]]]: A piece of paper was later found on which Luther had written his last statement.",1.0,0.0021143555641174316,"[[[[Question]]]]: What portion of Luther's last statement was in German?>>>>[[[[Sentence]]]]: A piece of paper was later found on which Luther had written his last statement.","Failed"
0.0,1.0,0.0,0.18593716621398926,"[[[[Question]]]]: Who might take disciplinary action against a teacher?>>>>[[[[Sentence]]]]: The functions of the teacher's colleges may include setting out clear standards of practice, providing for the ongoing education of teachers, investigating complaints involving members, conducting hearings into allegations of professional misconduct and taking appropriate disciplinary action and accrediting teacher education programs.",0.0,0.18593716621398926,"[[[[Question]]]]: Who might take disciplinary action against a teacher?>>>>[[[[Sentence]]]]: The functions of the teacher's colleges may include setting out clear standards of practice, providing for the ongoing education of teachers, investigating complaints involving members, conducting hearings into allegations of professional misconduct and taking appropriate disciplinary action and accrediting teacher education programs.","Failed"
1.0,1.0,1.0,0.1921924352645874,"[[[[Question]]]]: What is the kilogram-force sometimes reffered to as?>>>>[[[[Sentence]]]]: The kilogram-force leads to an alternate, but rarely used unit of mass: the metric slug (sometimes mug or hyl) is that mass that accelerates at 1 m·s−2 when subjected to a force of 1 kgf.",1.0,0.1921924352645874,"[[[[Question]]]]: What is the kilogram-force sometimes reffered to as?>>>>[[[[Sentence]]]]: The kilogram-force leads to an alternate, but rarely used unit of mass: the metric slug (sometimes mug or hyl) is that mass that accelerates at 1 m·s−2 when subjected to a force of 1 kgf.","Failed"
1.0,1.0,1.0,0.0009285211563110352,"[[[[Question]]]]: A block of West End Avenue that houses an ABC News building was renamed for what ABC anchor?>>>>[[[[Sentence]]]]: ABC also owns the Times Square Studios at 1500 Broadway on land in Times Square owned by a development fund for the 42nd Street Project; opened in 1999, Good Morning America and Nightline are broadcast from this particular facility.",1.0,0.0009285211563110352,"[[[[Question]]]]: A block of West End Avenue that houses an ABC News building was renamed for what ABC anchor?>>>>[[[[Sentence]]]]: ABC also owns the Times Square Studios at 1500 Broadway on land in Times Square owned by a development fund for the 42nd Street Project; opened in 1999, Good Morning America and Nightline are broadcast from this particular facility.","Failed"
0.0,1.0,0.0,0.029944419860839844,"[[[[Question]]]]: What is name of the function used for the largest integer not greater than the number in question?>>>>[[[[Sentence]]]]: Here  represents the floor function, i.e., largest integer not greater than the number in question.",0.0,0.029944419860839844,"[[[[Question]]]]: What is name of the function used for the largest integer not greater than the number in question?>>>>[[[[Sentence]]]]: Here  represents the floor function, i.e., largest integer not greater than the number in question.","Failed"
1.0,1.0,1.0,0.002282381057739258,"[[[[Question]]]]: What was suggested at the Symposium in 1967>>>>[[[[Sentence]]]]: He gave a talk on the proposal in 1966, after which a person from the Ministry of Defence (MoD) told him about Baran's work.",1.0,0.002282381057739258,"[[[[Question]]]]: What was suggested at the Symposium in 1967>>>>[[[[Sentence]]]]: He gave a talk on the proposal in 1966, after which a person from the Ministry of Defence (MoD) told him about Baran's work.","Failed"
1.0,1.0,1.0,0.034222543239593506,"[[[[Question]]]]: What did Luther call  the consecrated bread and wine?>>>>[[[[Sentence]]]]: The theologians, including Zwingli, Melanchthon, Martin Bucer, and Johannes Oecolampadius, differed on the significance of the words spoken by Jesus at the Last Supper: ""This is my body which is for you"" and ""This cup is the new covenant in my blood"" (1 Corinthians 11:23–26).",1.0,0.034222543239593506,"[[[[Question]]]]: What did Luther call  the consecrated bread and wine?>>>>[[[[Sentence]]]]: The theologians, including Zwingli, Melanchthon, Martin Bucer, and Johannes Oecolampadius, differed on the significance of the words spoken by Jesus at the Last Supper: ""This is my body which is for you"" and ""This cup is the new covenant in my blood"" (1 Corinthians 11:23–26).","Failed"
0.0,1.0,0.0,0.015137135982513428,"[[[[Question]]]]: What band is considered by many to be the first black metal group?>>>>[[[[Sentence]]]]: Venom, reckoned by many to be the originators of black metal and extremely influential to the extreme metal scene as a whole, formed in Newcastle in 1979.",0.0,0.015137135982513428,"[[[[Question]]]]: What band is considered by many to be the first black metal group?>>>>[[[[Sentence]]]]: Venom, reckoned by many to be the originators of black metal and extremely influential to the extreme metal scene as a whole, formed in Newcastle in 1979.","Failed"
0.0,1.0,1.0,0.6630146503448486,"[[[[Question]]]]: What is an example of an NP-intermediate problem not known to exist in P or NP-complete?>>>>[[[[Sentence]]]]: The graph isomorphism problem, the discrete logarithm problem and the integer factorization problem are examples of problems believed to be NP-intermediate.",1.0,0.6630146503448486,"[[[[Question]]]]: What is an example of an NP-intermediate problem not known to exist in P or NP-complete?>>>>[[[[Sentence]]]]: The graph isomorphism problem, the discrete logarithm problem and the integer factorization problem are examples of problems believed to be NP-intermediate.","Skipped"
0.0,1.0,0.0,0.00219649076461792,"[[[[Question]]]]: What is William Rankine's nationality?>>>>[[[[Sentence]]]]: It is named after William John Macquorn Rankine, a Scottish polymath.",0.0,0.00219649076461792,"[[[[Question]]]]: What is William Rankine's nationality?>>>>[[[[Sentence]]]]: It is named after William John Macquorn Rankine, a Scottish polymath.","Failed"
1.0,1.0,1.0,0.009409666061401367,"[[[[Question]]]]: What did Iqbal fear would weaken the spiritual foundations of Islam and Muslim society?>>>>[[[[Sentence]]]]: In his travels to Egypt, Afghanistan, Palestine and Syria, he promoted ideas of greater Islamic political co-operation and unity, calling for the shedding of nationalist differences.",1.0,0.009409666061401367,"[[[[Question]]]]: What did Iqbal fear would weaken the spiritual foundations of Islam and Muslim society?>>>>[[[[Sentence]]]]: In his travels to Egypt, Afghanistan, Palestine and Syria, he promoted ideas of greater Islamic political co-operation and unity, calling for the shedding of nationalist differences.","Failed"
1.0,1.0,1.0,0.006062626838684082,"[[[[Question]]]]: What was the dual mission AS-258 a combination of?>>>>[[[[Sentence]]]]: In December 1966, the AS-205 mission was canceled, since the validation of the CSM would be accomplished on the 14-day first flight, and AS-205 would have been devoted to space experiments and contribute no new engineering knowledge about the spacecraft.",1.0,0.006062626838684082,"[[[[Question]]]]: What was the dual mission AS-258 a combination of?>>>>[[[[Sentence]]]]: In December 1966, the AS-205 mission was canceled, since the validation of the CSM would be accomplished on the 14-day first flight, and AS-205 would have been devoted to space experiments and contribute no new engineering knowledge about the spacecraft.","Failed"
1.0,1.0,1.0,0.13240957260131836,"[[[[Question]]]]: If you were to take a train west or south out of the city of Fresno, which railroad would you take?>>>>[[[[Sentence]]]]: The city of Fresno is planned to serve the future California High Speed Rail.",1.0,0.13240957260131836,"[[[[Question]]]]: If you were to take a train west or south out of the city of Fresno, which railroad would you take?>>>>[[[[Sentence]]]]: The city of Fresno is planned to serve the future California High Speed Rail.","Failed"
1.0,1.0,1.0,0.01678180694580078,"[[[[Question]]]]: How many Doctor Who soundtracks have been released since 2005?>>>>[[[[Sentence]]]]: The fourth was released on 4 October 2010 as a two disc special edition and contained music from the 2008–2010 specials (The Next Doctor to End of Time Part 2).",1.0,0.01678180694580078,"[[[[Question]]]]: How many Doctor Who soundtracks have been released since 2005?>>>>[[[[Sentence]]]]: The fourth was released on 4 October 2010 as a two disc special edition and contained music from the 2008–2010 specials (The Next Doctor to End of Time Part 2).","Failed"
0.0,1.0,0.0,0.0017251968383789062,"[[[[Question]]]]: Who created the nation's first aviation community?>>>>[[[[Sentence]]]]: Developer William Smilie created the nation's first planned aviation community.",0.0,0.0017251968383789062,"[[[[Question]]]]: Who created the nation's first aviation community?>>>>[[[[Sentence]]]]: Developer William Smilie created the nation's first planned aviation community.","Failed"
0.0,1.0,1.0,0.9105569124221802,"[[[[Question]]]]: Where was the Gate of King Hugo?>>>>[[[[Sentence]]]]: It was in this place in Tours that the prétendus réformés (""these supposedly 'reformed'"") habitually gathered at night, both for political purposes, and for prayer and singing psalms.",1.0,0.9105569124221802,"[[[[Question]]]]: Where was the Gate of King Hugo?>>>>[[[[Sentence]]]]: It was in this place in Tours that the prétendus réformés (""these supposedly 'reformed'"") habitually gathered at night, both for political purposes, and for prayer and singing psalms.","Skipped"
1.0,1.0,1.0,0.014430344104766846,"[[[[Question]]]]: Whose puppet did Islamists accuse the Saudi regime of being?>>>>[[[[Sentence]]]]: But when Saddam, secularist and Ba'athist dictator of neighboring Iraq, attacked Saudi Arabia (his enemy in the war), western troops came to protect the Saudi monarchy.",1.0,0.014430344104766846,"[[[[Question]]]]: Whose puppet did Islamists accuse the Saudi regime of being?>>>>[[[[Sentence]]]]: But when Saddam, secularist and Ba'athist dictator of neighboring Iraq, attacked Saudi Arabia (his enemy in the war), western troops came to protect the Saudi monarchy.","Failed"
1.0,1.0,1.0,0.009046792984008789,"[[[[Question]]]]: Who defeated Montcalm at Quebec?>>>>[[[[Sentence]]]]: The victory was made complete in 1760 when, despite losing outside Quebec City in the Battle of Sainte-Foy, the British were able to prevent the arrival of French relief ships in the naval Battle of the Restigouche while armies marched on Montreal from three sides.",1.0,0.009046792984008789,"[[[[Question]]]]: Who defeated Montcalm at Quebec?>>>>[[[[Sentence]]]]: The victory was made complete in 1760 when, despite losing outside Quebec City in the Battle of Sainte-Foy, the British were able to prevent the arrival of French relief ships in the naval Battle of the Restigouche while armies marched on Montreal from three sides.","Failed"
0.0,1.0,0.0,0.0034909844398498535,"[[[[Question]]]]: During which years was no census taken?>>>>[[[[Sentence]]]]: Most work has been done on the spread of the plague in England, and even estimates of overall population at the start vary by over 100% as no census was undertaken between the time of publication of the Domesday Book and the year 1377.",0.0,0.0034909844398498535,"[[[[Question]]]]: During which years was no census taken?>>>>[[[[Sentence]]]]: Most work has been done on the spread of the plague in England, and even estimates of overall population at the start vary by over 100% as no census was undertaken between the time of publication of the Domesday Book and the year 1377.","Failed"
0.0,1.0,0.0,0.0012875795364379883,"[[[[Question]]]]: What researcher showed that air is a necessity for combustion?>>>>[[[[Sentence]]]]: In the late 17th century, Robert Boyle proved that air is necessary for combustion.",0.0,0.0012875795364379883,"[[[[Question]]]]: What researcher showed that air is a necessity for combustion?>>>>[[[[Sentence]]]]: In the late 17th century, Robert Boyle proved that air is necessary for combustion.","Failed"
1.0,1.0,1.0,0.0013265609741210938,"[[[[Question]]]]: In what time frame did Tesla weigh almost exactly the same amount?>>>>[[[[Sentence]]]]: He was an elegant, stylish figure in New York City, meticulous in his grooming, clothing, and regimented in his daily activities.",1.0,0.0013265609741210938,"[[[[Question]]]]: In what time frame did Tesla weigh almost exactly the same amount?>>>>[[[[Sentence]]]]: He was an elegant, stylish figure in New York City, meticulous in his grooming, clothing, and regimented in his daily activities.","Failed"
1.0,1.0,1.0,0.03650319576263428,"[[[[Question]]]]: What is the most feared condition that divers want to avoid?>>>>[[[[Sentence]]]]: ; the same thing can occur by breathing 100%",1.0,0.03650319576263428,"[[[[Question]]]]: What is the most feared condition that divers want to avoid?>>>>[[[[Sentence]]]]: ; the same thing can occur by breathing 100%","Failed"
0.0,1.0,0.0,0.2545703649520874,"[[[[Question]]]]: The French and Indian War was the New World aspect of what European conflict?>>>>[[[[Sentence]]]]: By the time of the French and Indian War (the North American front of the Seven Years' War), a sizeable population of Huguenot descent lived in the British colonies, and many participated in the British defeat of New France in 1759-60.",0.0,0.2545703649520874,"[[[[Question]]]]: The French and Indian War was the New World aspect of what European conflict?>>>>[[[[Sentence]]]]: By the time of the French and Indian War (the North American front of the Seven Years' War), a sizeable population of Huguenot descent lived in the British colonies, and many participated in the British defeat of New France in 1759-60.","Failed"
0.0,1.0,0.0,0.002270519733428955,"[[[[Question]]]]: Which descendant of Genghis Khan is remembered as having reunified China?>>>>[[[[Sentence]]]]: While Genghis Khan never conquered all of China, his grandson Kublai Khan completed that conquest and established the Yuan dynasty that is often credited with re-uniting China.",0.0,0.002270519733428955,"[[[[Question]]]]: Which descendant of Genghis Khan is remembered as having reunified China?>>>>[[[[Sentence]]]]: While Genghis Khan never conquered all of China, his grandson Kublai Khan completed that conquest and established the Yuan dynasty that is often credited with re-uniting China.","Failed"
0.0,1.0,0.0,0.002536177635192871,"[[[[Question]]]]: How many students have received unwanted sexual attention from a teacher or other education figure?>>>>[[[[Sentence]]]]: A study by the American Association of University Women reported that 9.6% of students in the United States claim to have received unwanted sexual attention from an adult associated with education; be they a volunteer, bus driver, teacher, administrator or other adult; sometime during their educational career.",0.0,0.002536177635192871,"[[[[Question]]]]: How many students have received unwanted sexual attention from a teacher or other education figure?>>>>[[[[Sentence]]]]: A study by the American Association of University Women reported that 9.6% of students in the United States claim to have received unwanted sexual attention from an adult associated with education; be they a volunteer, bus driver, teacher, administrator or other adult; sometime during their educational career.","Failed"
1.0,1.0,1.0,0.0014094710350036621,"[[[[Question]]]]: Who is the author of the book, ""Knowledge and Decisions""?>>>>[[[[Sentence]]]]: A U.S. Census's report stated that in US once other factors are accounted for there is still a difference in earnings between women and men.",1.0,0.0014094710350036621,"[[[[Question]]]]: Who is the author of the book, ""Knowledge and Decisions""?>>>>[[[[Sentence]]]]: A U.S. Census's report stated that in US once other factors are accounted for there is still a difference in earnings between women and men.","Failed"
0.0,1.0,0.0,0.0033745765686035156,"[[[[Question]]]]: Who asked Luther to return to the city?>>>>[[[[Sentence]]]]: When the town council asked Luther to return, he decided it was his duty to act.",0.0,0.0033745765686035156,"[[[[Question]]]]: Who asked Luther to return to the city?>>>>[[[[Sentence]]]]: When the town council asked Luther to return, he decided it was his duty to act.","Failed"
0.0,1.0,0.0,0.002739548683166504,"[[[[Question]]]]: On where are most tourist attractions focused in Victoria?>>>>[[[[Sentence]]]]: Most of these events are centred on Melbourne, but others occur in regional cities, such as the V8 Supercars and Australian Motorcycle Grand Prix at Phillip Island, the Grand Annual Steeplechase at Warrnambool and the Australian International Airshow at Geelong and numerous local festivals such as the popular Port Fairy Folk Festival, Queenscliff Music Festival, Bells Beach SurfClassic and the Bright Autumn Festival.",0.0,0.002739548683166504,"[[[[Question]]]]: On where are most tourist attractions focused in Victoria?>>>>[[[[Sentence]]]]: Most of these events are centred on Melbourne, but others occur in regional cities, such as the V8 Supercars and Australian Motorcycle Grand Prix at Phillip Island, the Grand Annual Steeplechase at Warrnambool and the Australian International Airshow at Geelong and numerous local festivals such as the popular Port Fairy Folk Festival, Queenscliff Music Festival, Bells Beach SurfClassic and the Bright Autumn Festival.","Failed"
1.0,1.0,1.0,0.008849859237670898,"[[[[Question]]]]: Where did Luther become angry at the widespread destruction of church property?>>>>[[[[Sentence]]]]: In Against the Murderous, Thieving Hordes of Peasants, written on his return to Wittenberg, he gave his interpretation of the Gospel teaching on wealth, condemned the violence as the devil's work, and called for the nobles to put down the rebels like mad dogs:",1.0,0.008849859237670898,"[[[[Question]]]]: Where did Luther become angry at the widespread destruction of church property?>>>>[[[[Sentence]]]]: In Against the Murderous, Thieving Hordes of Peasants, written on his return to Wittenberg, he gave his interpretation of the Gospel teaching on wealth, condemned the violence as the devil's work, and called for the nobles to put down the rebels like mad dogs:","Failed"
0.0,1.0,0.0,0.20041924715042114,"[[[[Question]]]]: What part do events in Victoria's economy  play?>>>>[[[[Sentence]]]]: Major events also play a big part in tourism in Victoria, particularly cultural tourism and sports tourism.",0.0,0.20041924715042114,"[[[[Question]]]]: What part do events in Victoria's economy  play?>>>>[[[[Sentence]]]]: Major events also play a big part in tourism in Victoria, particularly cultural tourism and sports tourism.","Failed"
0.0,1.0,0.0,0.029126644134521484,"[[[[Question]]]]: How do students rate teachers that they feel are enthusiastic?>>>>[[[[Sentence]]]]: Students who had enthusiastic teachers tend to rate them higher than teachers who didn't show much enthusiasm for the course materials.",0.0,0.029126644134521484,"[[[[Question]]]]: How do students rate teachers that they feel are enthusiastic?>>>>[[[[Sentence]]]]: Students who had enthusiastic teachers tend to rate them higher than teachers who didn't show much enthusiasm for the course materials.","Failed"
0.0,1.0,0.0,0.008705556392669678,"[[[[Question]]]]: What was the teacher's role while the child was with them?>>>>[[[[Sentence]]]]: While a child was in school, a teacher was expected to act as a substitute parent, with all the normal forms of parental discipline open to them.",0.0,0.008705556392669678,"[[[[Question]]]]: What was the teacher's role while the child was with them?>>>>[[[[Sentence]]]]: While a child was in school, a teacher was expected to act as a substitute parent, with all the normal forms of parental discipline open to them.","Failed"
0.0,1.0,1.0,0.7359108924865723,"[[[[Question]]]]: What dilemma is a good example of moral civil disobedience?>>>>[[[[Sentence]]]]: The Fully Informed Jury Association's publication ""A Primer for Prospective Jurors"" notes, ""Think of the dilemma faced by German citizens when Hitler's secret police demanded to know if they were hiding a Jew in their house.""",1.0,0.7359108924865723,"[[[[Question]]]]: What dilemma is a good example of moral civil disobedience?>>>>[[[[Sentence]]]]: The Fully Informed Jury Association's publication ""A Primer for Prospective Jurors"" notes, ""Think of the dilemma faced by German citizens when Hitler's secret police demanded to know if they were hiding a Jew in their house.""","Skipped"
1.0,1.0,0.0,0.6174663305282593,"[[[[Question]]]]: In a type III secretion system, proteins are transported to the host cell in order to do what?>>>>[[[[Sentence]]]]: Alternatively, using a type III secretion system, they may insert a hollow tube into the host cell, providing a direct route for proteins to move from the pathogen to the host.",0.0,0.6174663305282593,"[[[[Question]]]]: In a type III secretion system, proteins are transported to the host cell in order to do what?>>>>[[[[Sentence]]]]: Alternatively, using a type III secretion system, they may insert a hollow tube into the host cell, providing a direct route for proteins to move from the pathogen to the host.","Skipped"
1.0,1.0,1.0,0.010451078414916992,"[[[[Question]]]]: How many yards was the pass on the first drive?>>>>[[[[Sentence]]]]: A pair of carries by C. J. Anderson moved the ball up 20 yards to the Panthers 14-yard line, but Carolina's defense dug in over the next three plays.",1.0,0.010451078414916992,"[[[[Question]]]]: How many yards was the pass on the first drive?>>>>[[[[Sentence]]]]: A pair of carries by C. J. Anderson moved the ball up 20 yards to the Panthers 14-yard line, but Carolina's defense dug in over the next three plays.","Failed"
0.0,1.0,0.0,0.0013870000839233398,"[[[[Question]]]]: Where did the congregation at St. George's initially meet in 1767?>>>>[[[[Sentence]]]]: The congregation was founded in 1767, meeting initially in a sail loft on Dock Street, and in 1769 it purchased the shell of a building which had been erected in 1763 by a German Reformed congregation.",0.0,0.0013870000839233398,"[[[[Question]]]]: Where did the congregation at St. George's initially meet in 1767?>>>>[[[[Sentence]]]]: The congregation was founded in 1767, meeting initially in a sail loft on Dock Street, and in 1769 it purchased the shell of a building which had been erected in 1763 by a German Reformed congregation.","Failed"
0.0,1.0,0.0,0.005395114421844482,"[[[[Question]]]]: What was the only region in Europe not conquered by the Germanic tribes?>>>>[[[[Sentence]]]]: Although by 1000 CE, the Germanic conquest of central, western, and southern Europe (west of and including Italy) was complete, excluding only Muslim Iberia.",0.0,0.005395114421844482,"[[[[Question]]]]: What was the only region in Europe not conquered by the Germanic tribes?>>>>[[[[Sentence]]]]: Although by 1000 CE, the Germanic conquest of central, western, and southern Europe (west of and including Italy) was complete, excluding only Muslim Iberia.","Failed"
0.0,1.0,0.0,0.005383789539337158,"[[[[Question]]]]: Who taught Temüjin early lessons about politics in Mongolia?>>>>[[[[Sentence]]]]: Temüjin's mother Hoelun taught him many lessons about the unstable political climate of Mongolia, especially the need for alliances.",0.0,0.005383789539337158,"[[[[Question]]]]: Who taught Temüjin early lessons about politics in Mongolia?>>>>[[[[Sentence]]]]: Temüjin's mother Hoelun taught him many lessons about the unstable political climate of Mongolia, especially the need for alliances.","Failed"
1.0,1.0,1.0,0.0018052458763122559,"[[[[Question]]]]: How accurate did Guo make the reformed lunisolar calendar?>>>>[[[[Sentence]]]]: During the Yuan period, Beijing became the terminus of the Grand Canal of China, which was completely renovated.",1.0,0.0018052458763122559,"[[[[Question]]]]: How accurate did Guo make the reformed lunisolar calendar?>>>>[[[[Sentence]]]]: During the Yuan period, Beijing became the terminus of the Grand Canal of China, which was completely renovated.","Failed"
0.0,1.0,0.0,0.013735711574554443,"[[[[Question]]]]: What were later Yuan emperors disinterested in?>>>>[[[[Sentence]]]]: Uninterested in administration, they were separated from both the army and the populace, and China was torn by dissension and unrest.",0.0,0.013735711574554443,"[[[[Question]]]]: What were later Yuan emperors disinterested in?>>>>[[[[Sentence]]]]: Uninterested in administration, they were separated from both the army and the populace, and China was torn by dissension and unrest.","Failed"
1.0,1.0,1.0,0.001390695571899414,"[[[[Question]]]]: When is the Warsaw Gallery Weekend held?>>>>[[[[Sentence]]]]: Zachęta National Gallery of Art, the oldest exhibition site in Warsaw, with a tradition stretching back to the mid-19th century organises exhibitions of modern art by Polish and international artists and promotes art in many other ways.",1.0,0.001390695571899414,"[[[[Question]]]]: When is the Warsaw Gallery Weekend held?>>>>[[[[Sentence]]]]: Zachęta National Gallery of Art, the oldest exhibition site in Warsaw, with a tradition stretching back to the mid-19th century organises exhibitions of modern art by Polish and international artists and promotes art in many other ways.","Failed"
