,original_text,ground_truth_output
187,"What type of movies were produced in Jacksonville's 30 studios?>>>>One converted movie studio site, Norman Studios, remains in Arlington; It has been converted to the Jacksonville Silent Film Museum at Norman Studios.",1.0
188,What is the largest co-ed independent school in Newcastle?>>>>Newcastle School for Boys is the only independent boys' only school in the city and is situated in Gosforth.,1.0
189,"What cruise line has included Newcastle as a departure port since 2007?>>>>The DFDS ferry service to Gothenburg, Sweden, ceased at the end of October 2006 – the company cited high fuel prices and new competition from low-cost air services as the cause – and their service to Bergen and Stavanger, Norway was terminated late 2008.",1.0
190,"What are two anti-inflammatory molecules that peak during awake hours?>>>>As well during awake active times, anti-inflammatory molecules, such as cortisol and catecholamines, peak.",0.0
191,"What ethnic group located in Jacksonville is ranked tenth largest?>>>>Jacksonville has Florida's largest Filipino American community, with 25,033 in the metropolitan area as of the 2010 Census.",1.0
192,"How many Victorians are Catholic?>>>>Victoria is also home of 152,775 Muslims and 45,150 Jews.",1.0
193,"When was the last use by Bach of Luther's work?>>>>ich zu dir, BWV 38, later Ein feste Burg ist unser Gott, BWV 80, and in 1735 Wär Gott nicht mit uns diese Zeit, BWV 14.",0.0
194,"What year was Temüjin, who became Genghis Khan, likely born?>>>>According to the Secret History, Temüjin was named after a Tatar chieftain, Temüjin-üge, whom his father had just captured.",1.0
195,"About how many of the Asian population was Hmong?>>>>The racial makeup of the city was 50.2% White, 8.4% Black or African American, 1.6% Native American, 11.2% Asian (about a third of which is Hmong), 0.1% Pacific Islander, 23.4% from other races, and 5.2% from two or more races.",0.0
196,"Why has the Rhine been shortened?>>>>The river length is significantly shortened from the river's natural course due to number of canalisation projects completed in the 19th and 20th century.[note 7] The ""total length of the Rhine"", to the inclusion of Lake Constance and the Alpine Rhine is more difficult to measure objectively; it was cited as 1,232 kilometres (766 miles) by the Dutch Rijkswaterstaat in 2010.[note 1]",0.0
197,"What was the catalyst that created greater interest in renewable resources?>>>>The energy crisis led to greater interest in renewable energy, nuclear power and domestic fossil fuels.",0.0
198,"When do chloroplasts produce defense signals?>>>>After detecting stress in a cell, which might be due to a pathogen, chloroplasts begin producing molecules like salicylic acid, jasmonic acid, nitric oxide and reactive oxygen species which can serve as defense-signals.",0.0
199,"What did Wiesner shout out in front of the press during a presentation by von Braun?>>>>No, that's no good"" in front of the press, during a presentation by von Braun.",0.0
200,"How many tree species are in the rainforest?>>>>The biodiversity of plant species is the highest on Earth with one 2001 study finding a quarter square kilometer (62 acres) of Ecuadorian rainforest supports more than 1,100 tree species.",0.0
201,When could a teacher act in the role of a parent?>>>>Throughout the history of education the most common form of school discipline was corporal punishment.,1.0
202,Where are health and social problems most common?>>>>In recent years the characteristic that has strongly correlated with health in developed countries is income inequality.,1.0
203,Starting in what year has Harvard topped the Academic Rankings of World Universities?>>>>Professional Ranking World Universities ranked Harvard 1st university in the world in terms of number of alumni holding CEO position in Fortune Global 500 companies.,1.0
204,"What proportion of the general population in the area than became Iran did Genghis Khan kill?>>>>Steven R. Ward wrote that ""Overall, the Mongol violence and depredations killed up to three-fourths of the population of the Iranian Plateau, possibly 10 to 15 million people.",0.0
205,"What is one example of an instance that the quantitative answer to the traveling salesman problem fails to answer?>>>>To further highlight the difference between a problem and an instance, consider the following instance of the decision version of the traveling salesman problem: Is there a route of at most 2000 kilometres passing through all of Germany's 15 largest cities?",1.0
206,"How are eggs and sperm released?>>>>Fertilization is external in most species, but platyctenids use internal fertilization and keep the eggs in brood chambers until they hatch.",1.0
207,By 199 how many universities were connected>>>>The Very high-speed Backbone Network Service (vBNS) came on line in April 1995 as part of a National Science Foundation (NSF) sponsored project to provide high-speed interconnection between NSF-sponsored supercomputing centers and select access points in the United States.,1.0
208,"Where were Schirra, Eisele and Cunningham relocated to after different astronauts were selected for the AS-258 mission?>>>>In December 1966, the AS-205 mission was canceled, since the validation of the CSM would be accomplished on the 14-day first flight, and AS-205 would have been devoted to space experiments and contribute no new engineering knowledge about the spacecraft.",1.0
209,Which network broadcasted Super Bowl 50 in the U.S.?>>>>It was the third-most watched U.S. broadcast ever.,1.0
210,What is the animal that the Rhine's islands are named after?>>>>Most of the delta is a nature reserve and bird sanctuary.,1.0
211,"Which Super Bowl was hosted in San Diego in 2003?>>>>On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium.",1.0
212,"What region does use the term 'private schools' to refer to universities?>>>>Private education in North America covers the whole gamut of educational activity, ranging from pre-school to tertiary level institutions.",0.0
213,"Upon hearing the final product, what was the creator quoted as saying?>>>>New techniques were invented to allow mixing of the music, as this was before the era of multitrack tape machines.",1.0
214,"What countries does Kenya compete with for long distance running?>>>>The country is known chiefly for its dominance in middle-distance and long-distance athletics, having consistently produced Olympic and Commonwealth Games champions in various distance events, especially in 800 m, 1,500 m, 3,000 m steeplechase, 5,000 m, 10,000 m and the marathon.",1.0
215,"After Apollo missions 18 and 19 were cancelled, what happened to the Saturn Vs that were never used?>>>>By 1971, the decision was made to also cancel missions 18 and 19.",1.0
216,What is Warsaw's symbol?>>>>The mermaid (syrenka) is Warsaw's symbol and can be found on statues throughout the city and on the city's coat of arms.,0.0
217,"A language solved in quadratic time implies the use of what type of Turing machine?>>>>For instance, the language {xx | x is any binary string} can be solved in linear time on a multi-tape Turing machine, but necessarily requires quadratic time in the model of single-tape Turing machines.",0.0
218,"How long has the African Great Lakes region been inhabited?>>>>The borders of the modern state consequently comprise the crossroads of the Niger-Congo, Nilo-Saharan and Afroasiatic areas of the continent, representing most major ethnolinguistic groups found in Africa.",1.0
219,"What was the wedding date?>>>>The wedding was held on 12 May 1191 at the Chapel of St. George and it was attended by Richard's sister Joan, whom he had brought from Sicily.",0.0
220,"How many Huguenots were killed during this purge?>>>>The height of this persecution was the St. Bartholomew's Day massacre when 5,000 to 30,000 were killed, although there were also underlying political reasons for this as well, as some of the Huguenots were nobles trying to establish separate centers of power in southern France.",0.0
221,"What is the first model of education, in the Australian system?>>>>Generally, education in Australia follows the three-tier model which includes primary education (primary schools), followed by secondary education (secondary schools/high schools) and tertiary education (universities and/or TAFE colleges).",0.0
222,"In what year did Jerónimo de Ayanz y Beaumont patent a water pump for draining mines?>>>>Beaumont received patents in 1606 for fifty steam powered inventions, including a water pump for draining inundated mines.",0.0
223,On what streets is the ABC headquarters located>>>>The network is part of the Big Three television networks.,1.0
224,What does UMC stand for?>>>>The United Methodist Church (UMC) is a mainline Protestant Methodist denomination.,0.0
225,"Who was the final Prime Minister of East Germany?>>>>The last Prime Minister of the (East) German Democratic Republic, Lothar de Maizière, is also a descendant of a Huguenot family, as is the German Federal Minister of the Interior, Thomas de Maizière.",0.0
226,"What publication did Philip Howard work for?>>>>Responding to the findings of the survey in The Times newspaper, journalist Philip Howard maintained that, ""to compare the violence of Dr Who, sired by a horse-laugh out of a nightmare, with the more realistic violence of other television series, where actors who look like human beings bleed paint that looks like blood, is like comparing Monopoly with the property market in London: both are fantasies, but one is meant to be taken seriously.""",0.0
227,"How are eggs and sperm released?>>>>The gonads are located in the parts of the internal canal network under the comb rows, and eggs and sperm are released via pores in the epidermis.",0.0
228,"What yard line was a gold color for all teams during the season?>>>>Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held by Super Bowl-winning teams at games.",1.0
229,What did Gou use for astronomy?>>>>He was one of the first mathematicians in China to work on spherical trigonometry.,1.0
230,Where were interviews held while the parliament was in its temporary building?>>>>This building was vacated twice to allow for the meeting of the Church's General Assembly.,1.0
231,"Why did oil start getting priced in terms of gold?>>>>In September 1971, OPEC issued a joint communiqué stating that, from then on, they would price oil in terms of a fixed amount of gold.",1.0
232,"How many developed countries did British researchers use to gather statistics from?>>>>Using statistics from 23 developed countries and the 50 states of the US, they found social/health problems lower in countries like Japan and Finland and states like Utah and New Hampshire with high levels of equality, than in countries (US and UK) and states (Mississippi and New York) with large differences in household income.",0.0
233,"What do photocytes produce?>>>>In other parts of the canal system, the gastrodermis is different on the sides nearest to and furthest from the organ that it supplies.",1.0
234,"What are more common in other plastids than chloroplasts?>>>>Stromules are very rare in chloroplasts, and are much more common in other plastids like chromoplasts and amyloplasts in petals and roots, respectively.",0.0
235,"What else did the new consitution change?>>>>As of that day, the new constitution heralding the Second Republic came into force.",1.0
236,"What type of special Doctor Who shows have been shown each year since 2005?>>>>Doctor Who finally returned with the episode ""Rose"" on BBC One on 26 March 2005.",1.0
237,"What would a parent have to pay to send their child to a boarding school in 2012?>>>>Boarding schools with a reputation for quality in the United States have a student body drawn from throughout the country, indeed the globe, and a list of applicants which far exceeds their capacity.",1.0
238,"How is Genghis Khan spelled in Turkic?>>>>Genghis Khan, the title is spelled in variety of ways in different languages such as Mongolian Chinggis Khaan, English Chinghiz, Chinghis, and Chingiz, Chinese: 成吉思汗; pinyin: Chéngjísī Hán, Turkic: Cengiz Han, Çingiz Xan, Çingiz Han, Chingizxon, Çıñğız Xan, Chengez Khan, Chinggis Khan, Chinggis Xaan, Chingis Khan, Jenghis Khan, Chinggis Qan, Djingis Kahn, Russian: Чингисхан (Čingiskhan) or Чингиз-хан (Čingiz-khan), etc.",0.0
239,"In 2000, ABC started an internet based campaign focused on what?>>>>In 2000, ABC launched a web-based promotional campaign focused around its circle logo, also called ""the dot"", in which comic book character Little Dot prompted visitors to ""download the dot"", a program which would cause the ABC logo to fly around the screen and settle in the bottom-right corner.",0.0
240,"When was the divestment from South Africa movement?>>>>However, the university did eventually reduce its South African holdings by $230 million (out of $400 million) in response to the pressure.",1.0
241,"What did the Apple system assign automatically>>>>The AppleTalk system automatically assigned addresses, updated the distributed namespace, and configured any required inter-network routing.",0.0
242,"What are some examples of undesirable end results of a project?>>>>For this reason, those with experience in the field make detailed plans and maintain careful oversight during the project to ensure a positive outcome.",1.0
243,"When was the FCC's sixth report and order released?>>>>To comply with FCC ownership restrictions in effect at the time that barred common ownership of two television stations in the same market, UPT sold its Chicago television station, WBKB-TV, to CBS (which subsequently changed the station's call letters to WBBM-TV) for $6 million, while it kept ABC's existing Chicago station, WENR-TV.",1.0
244,"In which year did the newspaper define southern California?>>>>In 1900, the Los Angeles Times defined southern California as including ""the seven counties of Los Angeles, San Bernardino, Orange, Riverside, San Diego, Ventura and Santa Barbara.""",0.0
245,"What did Biraben say about the plague in Europe?>>>>According to Biraben, the plague was present somewhere in Europe in every year between 1346 and 1671.",0.0
246,"Some elements of the Brotherhood directed what action against the government?>>>>The Brotherhood has suffered periodic repression in Egypt and has been banned several times, in 1948 and several years later following confrontations with Egyptian president Gamal Abdul Nasser, who jailed thousands of members for several years.",1.0
247,"What was the effect of the housing crash on the region?>>>>The region was a leader in the housing bubble 2001–2007, and has been heavily impacted by the housing crash.",0.0
248,"The classification of aspects of the Amazon forest is important for mapping what type of emission?>>>>To accurately map the Amazon's biomass and subsequent carbon related emissions, the classification of tree growth stages within different parts of the forest is crucial.",0.0
249,"When were the Normans in Normandy?>>>>The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France.",0.0
250,"Who helped Temüjin rescue his wife from the Merkits?>>>>Soon after Börte's marriage to Temüjin, she was kidnapped by the Merkits and reportedly given away as a wife.",1.0
251,"Who lead the 1968 special programming for ABC Radio's FM stations?>>>>The new concept called ""LOVE Radio"", which featured a limited selection of music genres, was launched on ABC's seven owned-and-operated FM stations in late November 1968; the concept replaced nearly all of the programming provided by these stations; however, several affiliates (such as KXYZ) retained the majority of their content.",1.0
252,"Who stated he wanted Israel to vanish?>>>>The Islamic Republic has also maintained its hold on power in Iran in spite of US economic sanctions, and has created or assisted like-minded Shia terrorist groups in Iraq, Egypt, Syria, Jordan (SCIRI) and Lebanon (Hezbollah) (two Muslim countries that also have large Shiite populations).",1.0
253,"How long does it take to know the outcome of a division?>>>>As a result, the outcome of each division is known in seconds.",0.0
254,"Where did the ABC New York flagship stations move their facilities to in 1953?>>>>WJZ, WJZ-FM and WJZ-TV – changed their respective callsigns to WABC, WABC-FM and WABC-TV, and moved their operations to facilities at 7 West 66th Street, one block away from Central Park.",0.0
255,"Besides Britain and North America, where else did Huguenot refugees settle?>>>>It precipitated civil bloodshed, ruined commerce, and resulted in the illegal flight from the country of hundreds of thousands of Protestants, many of whom became intellectuals, doctors and business leaders in Britain as well as Holland, Prussia, and South Africa.",0.0
256,"How long did it take Johnson to respond to Kennedy?>>>>On April 20, Kennedy sent a memo to Vice President Lyndon B. Johnson, asking Johnson to look into the status of America's space program, and into programs that could offer NASA the opportunity to catch up.",1.0
257,When was the first plastome sequenced?>>>>It is also known as the plastome.,1.0
258,"Who other than Tesla did Westinghouse consider for the patents?>>>>Westinghouse looked into getting a patent on a similar commutator-less, rotating magnetic field-based induction motor presented in a paper in March 1888 by the Italian physicist Galileo Ferraris, but decided Tesla's patent would probably control the market.",0.0
259,"What pathway that plays a role in immune response to viruses is present in all eukaryotes?>>>>Ribonucleases and the RNA interference pathway are conserved across all eukaryotes, and are thought to play a role in the immune response to viruses.",0.0
260,"Which group did not agree to sign these agreements?>>>>The Swiss cities, however, did not sign these agreements.",0.0
261,"Who was appointed Genghis Khan's successor?>>>>In The Secret History of the Mongols, just before the invasion of the Khwarezmid Empire by Genghis Khan, Chagatai declared before his father and brothers that he would never accept Jochi as Genghis Khan's successor.",1.0
262,"What French animation studio did ABC purchase in 1993?>>>>In 1993, the FCC repealed the Financial Interest and Syndication Rules, once again allowing networks to hold interests in television production studios.",1.0
263,"The sieve of Eratosthenes would not be valid if what were true?>>>>A large body of mathematical work would still be valid when calling 1 a prime, but Euclid's fundamental theorem of arithmetic (mentioned above) would not hold as stated.",1.0
264,"In a platoon style teaching, what gives the children security?>>>>Students still derive a strong sense of security by staying with the same group of peers for all classes.",0.0
265,"Where are the Harvard medical, Dental and school of Public Health located?>>>>campus in the Longwood Medical and Academic Area approximately 3.3 miles (5.3 km) southwest of downtown Boston and 3.3 miles (5.3 km) south of the Cambridge campus.",0.0
266,"What contains a nearly verbatim of parliamentary debates?>>>>Proceedings are also recorded in text form, in print and online, in the Official Report, which is the substantially verbatim transcript of parliamentary debates.",0.0
267,"What year did AGOA take effect?>>>>Since AGOA took effect in 2000, Kenya's clothing sales to the United States increased from US$44 million to US$270 million (2006).[citation needed]",0.0
268,"In what meeting did Shirley lay out plans for 1756?>>>>At a meeting in Albany in December 1755, he laid out his plans for 1756.",0.0
269,How many people lived in Warsaw in 1939?>>>>Unfortunately this belief still lives on in Poland (although not as much as it used to be),1.0
270,"Which young general did Genghis Khan send to conquer Qara Khitai?>>>>Genghis Khan decided to conquer the Qara Khitai and defeat Kuchlug, possibly to take him out of power.",1.0
271,"In contrast how were Catholic saints portrayed?>>>>In contrast to images of frail Catholic saints, Luther was presented as a stout man with a ""double chin, strong mouth, piercing deep-set eyes, fleshy face, and squat neck.",0.0
272,"In what year was the Great Internet Mersenne Prime Search project conducted?>>>>In 2009, the Great Internet Mersenne Prime Search project was awarded a US$100,000 prize for first discovering a prime with at least 10 million digits.",0.0
273,"What month, day and year did Super Bowl 50 take place?>>>>As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",1.0
274,How many photosynthetic carotenoids are there?>>>>Many other forms of carotenoids exist that are only found in certain groups of chloroplasts.,1.0
275,What type of theatre is the Warsaw Fotoplastikon?>>>>A fine tribute to the fall of Warsaw and history of Poland can be found in the Warsaw Uprising Museum and in the Katyń Museum which preserves the memory of the crime.,1.0
276,The idea of acquired immunity in jawed vertebrates is the basis of what medical treatment?>>>>This process of acquired immunity is the basis of vaccination.,0.0
277,"After Huguenots fled France, their last remaining bastion was where?>>>>In the early 18th century, a regional group known as the Camisards who were Huguenots rioted against the Catholic Church in the region, burning churches and killing clergy.",1.0
278,What was intended for the site of the former boiler house?>>>>The 1950s and early 1960s saw little in the way of building work; the first major work was the creation of new storage space for books in the Art Library in 1966 and 1967.,1.0
279,The largest brand of what store in the UK is located in Kingston Park?>>>>The largest Tesco store in the United Kingdom is located in Kingston Park on the edge of Newcastle.,0.0
280,Which articles of the Free Movement of Workers Regulation set out the primary provisions on equal treatment of workers?>>>>The Free Movement of Workers Regulation articles 1 to 7 set out the main provisions on equal treatment of workers.,0.0
281,What did the acronym AAP stand for?>>>>Astronauts would continue to use the CSM as a ferry to the station.,1.0
282,"What does matter actually have that Newtonian mechanics doesn't address?>>>>However, in real life, matter has extended structure and forces that act on one part of an object might affect other parts of an object.",0.0
283,"Who is largely considered the first United Methodist theologian?>>>>Outler's work proved pivotal in the work of union, and he is largely considered the first United Methodist theologian.",1.0
284,"Primitive jawless vertebrates possess an array of receptors referred to as what?>>>>However, a distinct lymphocyte-derived molecule has been discovered in primitive jawless vertebrates, such as the lamprey and hagfish.",1.0
285,"What did Temüjin's mother emphasize in his lessons about Mongolia's volatile political climate?>>>>Temüjin grew up observing the tough political climate of Mongolia, which included tribal warfare, thievery, raids, corruption, and continual acts of revenge carried out between the various confederations, all compounded by interference from foreign forces such as the Chinese dynasties to the south.",1.0
286,"What did Guo Shoujing do for calendars?>>>>There are no explicit signs of Muslim influences in the Shoushi calendar, but Mongol rulers were known to be interested in Muslim calendars.",1.0
287,What has successfully dealt with ozone depletion?>>>>The IPCC process on climate change and its efficiency and success has been compared with dealings with other environmental challenges (compare Ozone depletion and global warming).,1.0
288,"Who did Warsaw serve as the seat for in 1529?>>>>In 1529, Warsaw for the first time became the seat of the General Sejm, permanent from 1569.",0.0
289,"How many days did the River Tyne have the Bambuco Bridge?>>>>The River Tyne had the temporary Bambuco Bridge in 2008 for ten days; it was not made for walking, road or cycling, but was just a sculpture.",0.0
290,Which area of China did Japan conquer in 1931?>>>>In 1931 Japan conquered Manchuria from China.,0.0
291,"What disease did Tesla contract in 1873?>>>>Shortly after he arrived, Tesla contracted cholera; he was bedridden for nine months and was near death multiple times.",0.0
292,"Where does the Rhine end?>>>>The river length is significantly shortened from the river's natural course due to number of canalisation projects completed in the 19th and 20th century.[note 7] The ""total length of the Rhine"", to the inclusion of Lake Constance and the Alpine Rhine is more difficult to measure objectively; it was cited as 1,232 kilometres (766 miles) by the Dutch Rijkswaterstaat in 2010.[note 1]",1.0
293,"How are the explanations supported?>>>>This debate has proved difficult to resolve because the practical limitations of working in the rainforest mean that data sampling is biased away from the center of the Amazon basin, and both explanations are reasonably well supported by the available data.",0.0
294,"Who was the famous Huguenot theologian and writer in London?>>>>Andrew Lortie (born André Lortie), a leading Huguenot theologian and writer who led the exiled community in London, became known for articulating their criticism of the Pope and the doctrine of transubstantiation during Mass.",0.0
295,"Where does the Amazon region rate among the entire earth for its amount of biodiversity?>>>>The biodiversity of plant species is the highest on Earth with one 2001 study finding a quarter square kilometer (62 acres) of Ecuadorian rainforest supports more than 1,100 tree species.",0.0
296,"Who founded the UMC?>>>>Founded in 1968 by the union of the Methodist Church (USA) and the Evangelical United Brethren Church, the UMC traces its roots back to the revival movement of John and Charles Wesley in England as well as the Great Awakening in the United States.",0.0
297,"Who was Tesla's main influence in Karlovac?>>>>In 1870, Tesla moved to Karlovac, to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher Martin Sekulić.:32",0.0
298,For what nation did Ribault initially claim what is now Jacksonville?>>>>The location of Fort Caroline is subject to debate but a reconstruction of the fort was established on the St. Johns River in 1964.,1.0
299,When did Tamara marry a lawyer?>>>>She was born Maria Górska in Warsaw to wealthy parents and in 1916 married a Polish lawyer Tadeusz Łempicki.,0.0
300,"Prior to Manning, who was the oldest quarterback to play in a Super Bowl?>>>>The past record was held by John Elway, who led the Broncos to victory in Super Bowl XXXIII at age 38 and is currently Denver's Executive Vice President of Football Operations and General Manager.",0.0
301,"What was the most important governmental change to land tenure?>>>>The most important of these was the Swynnerton Plan, which was used to both reward loyalists and punish Mau Mau.",0.0
302,"What museum specializes in cultural history and civilizations of the Western Hemisphere?>>>>Other museums include the Carpenter Center for the Visual Arts, designed by Le Corbusier, housing the film archive, the Peabody Museum of Archaeology and Ethnology, specializing in the cultural history and civilizations of the Western Hemisphere, and the Semitic Museum featuring artifacts from excavations in the Middle East.",0.0
303,"Building printing is making it possible to flexibly construct small commercial buildings and private habitations in what amount of time?>>>>New techniques of building construction are being researched, made possible by advances in 3D printing technology.",1.0
304,"Which video gaming company debuted their ad for the first time during Super Bowl 50?>>>>Nintendo and The Pokémon Company also made their Super Bowl debut, promoting the 20th anniversary of the Pokémon video game and media franchise.",0.0
305,"How are green chloroplasts' Plastoglobuli arranged?>>>>In normal green chloroplasts, the vast majority of plastoglobuli occur singularly, attached directly to their parent thylakoid.",0.0
306,"What institution has helped farmers grow new pigeon pea varieties?>>>>A consortium led by the International Crops Research Institute for the Semi-Arid Tropics (ICRISAT) has had some success in helping farmers grow new pigeon pea varieties, instead of maize, in particularly dry areas.",0.0
307,"Who decided not to approve paying for renovations at Sun Life Stadium that the league wanted for them to do to host Super Bowl 50?>>>>However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami's chances.",0.0
308,"What was published in February of 2007?>>>>In a report, published in early February 2007 by the Ear Institute at the University College London, and Widex, a Danish hearing aid manufacturer, Newcastle was named as the noisiest city in the whole of the UK, with an average level of 80.4 decibels.",0.0
309,What theorem defines the main role of primes in number theory?>>>>A natural number greater than 1 that is not a prime number is called a composite number.,1.0
310,"Who won the Ekstraklasa Championship in 2000?>>>>They also won the country’s championship in 1946, and won the cup twice as well.",1.0
311,"Complexity classes are generally classified into what?>>>>Of course, some complexity classes have complicated definitions that do not fit into this framework.",0.0
312,"The restriction modification system is used by bacteria for protection from what pathogens?>>>>Immune systems appear even in the structurally most simple forms of life, with bacteria using a unique defense mechanism, called the restriction modification system to protect themselves from viral pathogens, called bacteriophages.",0.0
313,"When did Tesla go to Prague?>>>>Unfortunately, he arrived too late to enroll at Charles-Ferdinand University; he never studied Greek, a required subject; and he was illiterate in Czech, another required subject.",1.0
314,What happened to nearby light bulbs?>>>>Light bulbs within 100 feet of the lab glowed even when turned off.,0.0
315,Scottish or Irish describe the type of what people in Newcastle have?>>>>Many people in the city have Scottish or Irish ancestors.,0.0
316,"Who were two of the founders of the United Methodist Church?>>>>Outler's work proved pivotal in the work of union, and he is largely considered the first United Methodist theologian.",1.0
317,"How much did the CM weigh in kgs?>>>>The module was 11.42 feet (3.48 m) tall, 12.83 feet (3.91 m) in diameter, and weighed approximately 12,250 pounds (5,560 kg).",0.0
318,"Who was Chairman of the Subcommittee on Oversight and Investigations?>>>>Sherwood Boehlert, chairman of the House Science Committee, said this was a ""misguided and illegitimate investigation"" apparently aimed at intimidating scientists, and at his request the U.S. National Academy of Sciences arranged for its National Research Council to set up a special investigation.",1.0
319,What is the present-day location of this church?>>>>It is now located at Soho Square.,0.0
320,When was the coldest temperature in Newcastle recorded?>>>>Temperature extremes recorded at Newcastle Weather Centre include 32.5 °C (90.5 °F) during August 1990 down to −12.6 °C (9.3 °F) during January 1982.,0.0
321,"What is the church's theological orientation?>>>>As such, the church's theological orientation is decidedly Wesleyan.",0.0
322,"Who did Gegeen appoint as grand chancellor?>>>>He continued his father's policies to reform the government based on the Confucian principles, with the help of his newly appointed grand chancellor Baiju.",0.0
323,"What is the name of the French colony established in 1564?>>>>A platted town was established there in 1822, a year after the United States gained Florida from Spain; it was named after Andrew Jackson, the first military governor of the Florida Territory and seventh President of the United States.",1.0
324,"What do C4 plants need?>>>>Cyclic photophosphorylation is common in C4 plants, which need more ATP than NADPH.",0.0
325,"This person proposed explanations for the origins of earthquakes and the formation of mountains, what was his name?>>>>Drawing from Greek and Indian scientific literature that were not destroyed by the Muslim conquests, the Persian scholar Ibn Sina (Avicenna, 981–1037) proposed detailed explanations for the formation of mountains, the origin of earthquakes, and other topics central to modern geology, which provided an essential foundation for the later development of the science.",0.0
326,Newborns are vulnerable to infection because they have no previous exposure to what?>>>>This is passive immunity because the fetus does not actually make any memory cells or antibodies—it only borrows them.,1.0
327,"What did Article 12 of the Allied Armistice terms require Germany to withdraw from?>>>>Germany did so, and underground leader Piłsudski returned to Warsaw on 11 November and set up what became the Second Polish Republic, with Warsaw the capital.",1.0
328,"During the compression stage of the Rankine cycle, what state is the working fluid in?>>>>By condensing the fluid, the work required by the pump consumes only 1% to 3% of the turbine power and contributes to a much higher efficiency for a real cycle.",1.0
329,"Who decided not to approve paying for renovations at Sun Life Stadium that the league wanted for them to do to host Super Bowl 50?>>>>The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi's Stadium.",1.0
330,"Some have generalized the meaning of the word imperialism down to general-purpose what?>>>>The definition of imperialism has not been finalized for centuries and was confusedly seen to represent the policies of major powers, or simply, general-purpose aggressiveness.",0.0
331,How did the final Song emperor die?>>>>Song loyalists escaped from the capital and enthroned a young child as Emperor Bing of Song.,1.0
332,"What causes the population of ctenophora to grow at an explosive rate?>>>>In at least some species, juveniles are capable of reproduction before reaching the adult size and shape.",1.0
333,"Who missed a field goal for the Panthers?>>>>But the Broncos defense halted the drive on the 26-yard line, and it ended with no points when Graham Gano hit the uprights on a 44-yard field goal attempt.",0.0
334,"What monastery did the Saint-Evroul monks establish in Italy?>>>>At Saint Evroul, a tradition of singing had developed and the choir achieved fame in Normandy.",1.0
335,What is the term for the lack of obsevable free quarks?>>>>The failure of many searches for free quarks has shown that the elementary particles affected are not directly observable.,1.0
336,"Which awards show has its rights rotated among the four major networks on a yearly basis?>>>>Since 2000, ABC has also owned the television rights to most of the Peanuts television specials, having acquired the broadcast rights from CBS, which originated the specials in 1965 with the debut of A Charlie Brown Christmas (other Peanuts specials broadcast annually by ABC, including A Charlie Brown Christmas, include It's the Great Pumpkin, Charlie Brown and A Charlie Brown Thanksgiving).",1.0
337,"Which Pope sought to undermine Luther's theories?>>>>There, in October 1518, under questioning by papal legate Cardinal Cajetan Luther stated that he did not consider the papacy part of the biblical Church because historistical interpretation of Bible prophecy concluded that the papacy was the Antichrist.",1.0
338,"What was Warsaw's population in 1901?>>>>According to the 1901 census, out of 711,988 inhabitants 56.2% were Catholics, 35.7% Jews, 5% Greek orthodox Christians and 2.8% Protestants.",0.0
339,"When did Great Britain colonize Australia?>>>>The country of Australia serves as a case study in relation to British settlement and colonial rule of the continent in the eighteenth century, as it was premised on terra nullius, and its settlers considered it unused by its sparse Aboriginal inhabitants.",0.0
340,"Which Super Bowl was hosted in San Diego in 2003?>>>>It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003.",0.0
341,What company created Doctor Who?>>>>Since the creation of the Doctor,1.0
342,"Which Carolina Panthers player was named Most Valuable Player?>>>>The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP).",0.0
343,What type of cascade results when complement proteins bind to microbes and activate their protease activity?>>>>This produces a catalytic cascade that amplifies the initial signal by controlled positive feedback.,0.0
344,"Cells of the site of an infection in a plant undergo what process to prevent spread of the disease?>>>>When a part of a plant becomes infected, the plant produces a localized hypersensitive response, whereby cells at the site of infection undergo rapid apoptosis to prevent the spread of the disease to other parts of the plant.",0.0
345,What is the most important problem in the United States and elsewhere?>>>>2013 Economics Nobel prize winner Robert J. Shiller said that rising inequality in the United States and elsewhere is the most important problem.,0.0
346,What are environmentalists concerned about losing in the Amazon forest?>>>>Amazonian evergreen forests account for about 10% of the world's terrestrial primary productivity and 10% of the carbon stores in ecosystems—of the order of 1.1 × 1011 metric tonnes of carbon.,1.0
347,"Who are FDA laws against importing medications aimed at?>>>>In the United States, there has been a push to legalize importation of medications from Canada and other countries, in order to reduce consumer costs.",1.0
